"sub","cj","rt","rtconf","cor","count","experiment","cj_category"
157,2,0.279,0.359,1,27,2,2
157,2,0.273,0.506,1,27,2,2
157,2,0.854,0.315,1,27,2,2
157,2,0.561,0.246,1,27,2,2
157,4,0.536,0.393,1,18,2,2
157,4,0.187,0.258,1,18,2,2
158,2,0.531,1.374,1,25,2,1
158,3,0.676,1.041,1,13,2,1
158,1,1.351,0.551,0,56,2,1
158,2,0.775,0.676,1,25,2,1
158,2,0.871,0.98,1,25,2,1
158,1,1.648,0.447,0,56,2,1
158,3,0.595,0.485,1,13,2,1
158,3,0.82,0.46,1,13,2,1
158,2,0.76,0.506,0,25,2,1
158,1,0.774,0.652,1,56,2,1
158,1,0.559,0.569,1,56,2,1
158,1,0.787,0.442,0,56,2,1
158,2,0.404,0.355,1,25,2,1
158,2,0.627,0.418,1,25,2,1
158,1,0.562,0.683,0,56,2,1
158,1,0.449,0.792,1,56,2,1
158,2,0.646,1.066,0,25,2,1
158,2,0.286,0.544,1,25,2,1
158,1,0.633,0.358,1,56,2,1
158,3,0.704,0.279,1,13,2,1
158,3,0.374,0.263,1,13,2,1
158,3,0.322,0.343,1,13,2,1
158,1,0.501,0.52,1,56,2,1
158,1,0.485,0.46,0,56,2,1
158,1,0.397,0.36,1,56,2,1
158,2,0.513,0.451,1,25,2,1
158,1,1.006,0.895,1,56,2,1
158,1,1.185,0.49,0,56,2,1
158,2,0.417,0.285,1,25,2,1
158,2,0.449,0.3,1,25,2,1
158,1,0.64,0.429,0,56,2,1
158,1,1.106,0.447,0,56,2,1
158,3,0.659,0.574,1,13,2,1
158,3,0.305,0.298,1,13,2,1
158,3,0.407,0.311,1,13,2,1
158,3,0.272,0.249,1,13,2,1
158,1,0.255,0.64,1,56,2,1
158,2,0.321,0.329,1,25,2,1
158,2,0.526,1.121,1,25,2,1
158,1,0.389,0.269,1,56,2,1
158,1,0.852,0.288,1,56,2,1
158,1,0.58,1.353,1,56,2,1
158,2,0.589,0.447,1,25,2,1
158,2,0.528,0.877,1,25,2,1
158,3,0.673,0.308,1,13,2,1
158,1,1.007,0.317,1,56,2,1
158,1,0.577,0.277,1,56,2,1
158,1,0.763,0.296,1,56,2,1
158,1,0.496,0.579,1,56,2,1
158,2,0.515,0.339,1,25,2,1
158,1,0.44,0.273,0,56,2,1
158,1,0.362,0.257,1,56,2,1
158,1,0.418,0.265,1,56,2,1
158,1,0.947,1.152,1,56,2,1
158,1,0.458,0.697,1,56,2,1
158,1,0.304,0.324,1,56,2,1
158,1,0.538,0.355,1,56,2,1
158,1,0.455,0.288,1,56,2,1
158,1,0.655,0.244,0,56,2,1
158,2,0.316,0.219,1,25,2,1
158,1,0.364,0.22,0,56,2,1
158,1,1.121,0.294,0,56,2,1
158,2,0.561,0.252,1,25,2,1
158,2,0.544,0.324,0,25,2,1
158,1,0.685,0.475,1,56,2,1
158,1,0.508,0.4,1,56,2,1
158,2,0.518,0.203,1,25,2,1
158,2,0.504,0.226,0,25,2,1
158,2,0.904,0.819,1,25,2,1
158,1,0.4,0.223,1,56,2,1
158,1,0.258,0.23,0,56,2,1
158,1,1.017,0.175,0,56,2,1
158,1,0.307,0.293,1,56,2,1
158,1,0.71,0.31,1,56,2,1
158,1,0.615,0.433,1,56,2,1
158,1,0.73,0.227,1,56,2,1
158,2,0.422,0.308,1,25,2,1
158,1,0.478,0.262,0,56,2,1
158,3,0.561,0.449,1,13,2,1
158,3,0.698,0.248,1,13,2,1
158,1,0.414,0.26,0,56,2,1
158,2,0.479,1.013,1,25,2,1
158,1,0.758,0.219,1,56,2,1
158,1,0.9,0.318,1,56,2,1
158,1,0.806,0.316,0,56,2,1
158,1,0.908,0.256,0,56,2,1
158,1,0.544,0.257,1,56,2,1
158,1,0.22,0.308,0,56,2,1
158,2,0.375,0.221,1,25,2,1
158,1,0.352,0.532,0,56,2,1
158,1,0.636,0.33,1,56,2,1
158,1,0.681,0.393,1,56,2,1
158,1,0.48,0.617,1,56,2,1
158,1,0.364,0.405,1,56,2,1
158,3,1.207,0.342,1,10,1,1
158,3,1.289,0.32,1,10,1,1
158,3,1.084,0.339,1,10,1,1
158,1,1.24,0.308,1,52,1,1
158,1,0.748,0.279,0,52,1,1
158,1,0.937,0.22,1,52,1,1
158,1,0.889,0.601,0,52,1,1
158,1,0.728,0.33,1,52,1,1
158,1,0.685,0.29,1,52,1,1
158,2,1.336,0.632,1,28,1,1
158,2,0.622,0.36,1,28,1,1
158,2,0.859,0.276,0,28,1,1
158,2,1.773,1.053,1,28,1,1
158,3,0.495,0.262,1,10,1,1
158,2,0.796,0.289,1,28,1,1
158,2,0.364,0.774,1,28,1,1
158,1,1.845,0.453,0,52,1,1
158,1,0.429,0.506,0,52,1,1
158,2,0.62,0.321,0,28,1,1
158,2,0.646,0.79,1,28,1,1
158,3,0.441,0.249,1,10,1,1
158,3,0.446,0.239,0,10,1,1
158,3,0.382,0.219,1,10,1,1
158,3,0.417,0.265,1,10,1,1
158,2,0.538,0.209,1,28,1,1
158,2,0.887,0.213,1,28,1,1
158,3,0.561,0.263,1,10,1,1
158,2,0.654,0.284,1,28,1,1
158,3,0.761,0.293,1,10,1,1
158,1,1.469,0.231,0,52,1,1
158,1,0.886,0.218,1,52,1,1
158,1,0.502,0.343,1,52,1,1
158,2,1.328,0.562,1,28,1,1
158,1,1.196,0.296,0,52,1,1
158,1,0.457,0.249,1,52,1,1
158,1,0.456,0.337,1,52,1,1
158,1,0.358,0.257,1,52,1,1
158,1,0.501,0.259,1,52,1,1
158,1,0.284,0.241,1,52,1,1
158,1,0.7,0.21,0,52,1,1
158,1,0.402,0.29,1,52,1,1
158,1,0.797,0.203,0,52,1,1
158,1,0.409,0.233,1,52,1,1
158,1,0.474,0.267,1,52,1,1
158,1,0.441,0.23,1,52,1,1
158,1,0.548,0.253,1,52,1,1
158,1,0.401,0.222,1,52,1,1
158,1,0.447,0.292,1,52,1,1
158,1,0.596,0.223,1,52,1,1
158,1,0.289,0.269,1,52,1,1
158,2,0.439,0.245,1,28,1,1
158,2,1.098,0.253,0,28,1,1
158,2,0.641,0.476,1,28,1,1
158,2,0.376,0.252,0,28,1,1
158,2,0.431,0.364,0,28,1,1
158,1,0.209,0.437,1,52,1,1
158,1,0.572,0.257,1,52,1,1
158,1,0.353,0.209,1,52,1,1
158,2,0.257,0.293,1,28,1,1
158,2,0.172,0.254,1,28,1,1
158,2,0.825,0.223,1,28,1,1
158,2,0.421,0.187,0,28,1,1
158,1,0.551,0.189,1,52,1,1
158,1,0.455,0.199,1,52,1,1
158,1,0.711,0.202,0,52,1,1
158,2,0.422,0.273,1,28,1,1
158,1,0.553,0.194,0,52,1,1
158,1,0.404,0.189,1,52,1,1
158,2,0.458,0.265,1,28,1,1
158,1,0.584,0.471,1,52,1,1
158,1,0.429,0.249,1,52,1,1
158,1,0.368,0.229,0,52,1,1
158,1,0.502,0.2,1,52,1,1
158,2,1.165,0.276,1,28,1,1
158,2,0.614,0.268,1,28,1,1
158,2,0.975,0.242,1,28,1,1
158,2,0.573,0.758,1,28,1,1
158,1,0.314,0.192,1,52,1,1
158,1,0.48,0.421,1,52,1,1
158,1,1.029,0.546,1,52,1,1
158,1,0.799,0.312,1,52,1,1
158,1,0.403,0.275,1,52,1,1
158,1,0.408,0.205,0,52,1,1
158,1,0.301,0.385,1,52,1,1
158,1,0.988,0.871,1,52,1,1
158,1,0.554,0.285,1,52,1,1
158,1,0.391,0.292,1,52,1,1
158,2,0.395,0.361,1,28,1,1
158,1,0.379,0.235,0,52,1,1
158,1,0.39,0.191,0,52,1,1
159,3,1.118,1.255,0,53,1,3
159,2,0.764,0.975,0,22,1,3
159,2,0.312,0.76,1,22,1,3
159,2,1.962,1.343,1,22,1,3
159,3,1.934,0.598,1,53,1,3
159,2,0.528,0.743,1,22,1,3
159,3,0.852,0.815,0,53,1,3
159,3,1.114,0.447,1,53,1,3
159,3,0.492,1.065,1,53,1,3
159,3,1.776,0.975,1,53,1,3
159,3,0.506,0.343,1,53,1,3
159,3,1.158,0.222,1,53,1,3
159,3,1.461,0.998,1,53,1,3
159,2,1.52,1.151,1,22,1,3
159,3,0.597,0.798,1,53,1,3
159,2,0.648,0.719,1,22,1,3
159,3,0.294,0.518,1,53,1,3
159,3,1.055,0.303,1,53,1,3
159,4,0.727,1.095,1,11,1,3
159,3,1.433,0.191,0,53,1,3
159,3,0.447,0.383,1,53,1,3
159,3,0.824,0.703,1,53,1,3
159,3,0.659,0.647,1,53,1,3
159,3,0.246,0.399,1,53,1,3
159,3,1.099,0.343,1,53,1,3
159,3,0.757,0.271,0,53,1,3
159,1,0.69,0.422,1,8,1,3
159,3,0.549,0.975,0,53,1,3
159,3,0.99,0.551,0,53,1,3
159,3,0.894,1.031,0,53,1,3
159,3,0.616,0.334,1,53,1,3
159,1,0.668,0.839,0,8,1,3
159,3,1.376,0.519,0,53,1,3
159,3,1.548,0.207,0,53,1,3
159,1,0.731,1.342,1,8,1,3
159,3,0.643,0.623,0,53,1,3
159,3,0.488,0.27,1,53,1,3
159,3,0.531,0.287,1,53,1,3
159,4,0.401,0.487,1,11,1,3
159,3,0.945,0.399,1,53,1,3
159,3,0.576,0.959,1,53,1,3
159,4,0.404,0.43,1,11,1,3
159,4,0.399,0.359,1,11,1,3
159,3,1.167,0.311,1,53,1,3
159,4,0.257,0.43,1,11,1,3
159,4,0.845,0.686,1,11,1,3
159,4,0.577,0.472,1,11,1,3
159,4,0.745,0.431,1,11,1,3
159,3,0.339,0.471,1,53,1,3
159,3,0.486,0.631,1,53,1,3
159,3,0.429,0.311,1,53,1,3
159,4,0.482,0.455,1,11,1,3
159,4,0.883,0.534,0,11,1,3
159,3,0.425,0.328,1,53,1,3
159,2,0.017,0.696,0,22,1,3
159,2,0.275,0.655,0,22,1,3
159,3,0.384,0.926,1,53,1,3
159,3,0.516,0.687,1,53,1,3
159,2,0.353,0.736,1,22,1,3
159,1,0.773,0.791,0,8,1,3
159,2,0.358,1.113,0,22,1,3
159,2,1.047,0.367,1,22,1,3
159,2,0.447,1.079,1,22,1,3
159,3,1.518,0.855,1,53,1,3
159,3,0.546,0.318,0,53,1,3
159,1,0.433,1.431,1,8,1,3
159,2,0.335,0.863,0,22,1,3
159,3,1.251,0.864,1,53,1,3
159,2,0.287,0.751,1,22,1,3
159,3,0.558,0.558,0,53,1,3
159,2,0.275,0.703,1,22,1,3
159,3,0.409,0.543,0,53,1,3
159,3,1.646,1.016,1,53,1,3
159,1,0.966,0.662,0,8,1,3
159,2,0.339,1.296,1,22,1,3
159,3,0.448,0.774,1,53,1,3
159,3,0.454,0.511,1,53,1,3
159,4,0.342,0.591,1,11,1,3
159,2,0.375,0.751,1,22,1,3
159,3,0.264,0.687,1,53,1,3
159,2,0.433,0.582,1,22,1,3
159,1,0.277,0.959,0,8,1,3
159,3,0.279,0.455,1,53,1,3
159,2,0.666,1.183,1,22,1,3
159,2,0.471,0.367,1,22,1,3
159,3,0.156,0.838,0,53,1,3
159,3,0.32,0.575,0,53,1,3
159,3,0.351,0.407,1,53,1,3
159,3,0.546,0.303,1,53,1,3
159,3,0.146,1.207,0,53,1,3
159,2,0.24,0.472,0,22,1,3
159,3,0.464,0.742,1,53,1,3
159,2,0.509,0.703,0,22,1,3
159,1,0.663,0.791,0,8,1,3
159,3,1.081,0.982,1,62,2,3
159,3,0.199,0.504,1,62,2,3
159,3,0.269,0.768,1,62,2,3
159,3,0.331,0.791,1,62,2,3
159,3,0.995,0.439,0,62,2,3
159,3,0.455,0.366,0,62,2,3
159,3,0.447,0.375,1,62,2,3
159,3,0.146,0.583,0,62,2,3
159,1,0.682,0.463,1,6,2,3
159,3,0.349,0.535,1,62,2,3
159,3,0.081,0.479,0,62,2,3
159,3,0.294,0.862,1,62,2,3
159,3,0.448,0.639,0,62,2,3
159,3,1.076,0.319,1,62,2,3
159,3,0.429,0.271,1,62,2,3
159,3,0.799,0.287,1,62,2,3
159,3,0.685,0.246,1,62,2,3
159,3,0.395,0.311,1,62,2,3
159,3,1.114,0.262,1,62,2,3
159,3,1.567,0.199,1,62,2,3
159,3,0.633,0.303,0,62,2,3
159,3,0.361,0.391,1,62,2,3
159,3,0.328,0.439,1,62,2,3
159,3,0.323,0.319,1,62,2,3
159,2,0.455,0.823,0,21,2,3
159,2,0.188,0.598,0,21,2,3
159,3,0.357,0.415,0,62,2,3
159,3,0.277,0.511,1,62,2,3
159,3,0.564,0.319,1,62,2,3
159,3,0.341,0.374,1,62,2,3
159,3,0.141,0.279,1,62,2,3
159,3,0.941,0.399,1,62,2,3
159,3,0.21,0.263,1,62,2,3
159,3,0.253,0.319,0,62,2,3
159,3,0.754,0.423,1,62,2,3
159,2,0.402,1.174,1,21,2,3
159,2,0.281,0.351,0,21,2,3
159,3,0.207,0.407,1,62,2,3
159,3,0.371,0.551,1,62,2,3
159,3,0.145,0.327,1,62,2,3
159,3,0.087,0.223,1,62,2,3
159,2,0.23,0.272,1,21,2,3
159,1,0.617,0.631,1,6,2,3
159,2,0.239,0.376,1,21,2,3
159,4,0.187,0.76,0,2,2,3
159,3,0.083,0.526,1,62,2,3
159,2,0.394,0.951,1,21,2,3
159,3,1.652,0.543,1,62,2,3
159,2,0.195,1.191,0,21,2,3
159,1,0.388,0.448,1,6,2,3
159,2,0.057,1.063,0,21,2,3
159,2,0.108,0.791,1,21,2,3
159,2,0.415,0.399,0,21,2,3
159,3,0.153,0.359,1,62,2,3
159,2,0.26,1.104,0,21,2,3
159,3,0.436,0.366,1,62,2,3
159,3,0.197,0.32,1,62,2,3
159,3,0.107,0.367,1,62,2,3
159,3,0.176,0.495,0,62,2,3
159,2,1.041,0.471,1,21,2,3
159,2,0.629,0.526,1,21,2,3
159,3,1.033,0.287,1,62,2,3
159,3,1.017,0.319,1,62,2,3
159,3,0.479,0.559,1,62,2,3
159,2,0.854,1.424,0,21,2,3
159,3,0.455,0.391,0,62,2,3
159,2,0.02,0.703,1,21,2,3
159,3,0.186,0.535,1,62,2,3
159,4,0.782,0.287,0,2,2,3
159,3,0.448,0.231,1,62,2,3
159,2,0.393,0.366,1,21,2,3
159,3,0.868,0.51,1,62,2,3
159,3,0.166,0.319,1,62,2,3
159,3,0.125,0.207,1,62,2,3
159,3,0.133,0.199,1,62,2,3
159,3,0.938,0.496,1,62,2,3
159,2,0.05,0.927,1,21,2,3
159,2,0.013,0.375,1,21,2,3
159,3,0.342,0.351,1,62,2,3
159,3,0.325,0.303,0,62,2,3
159,3,0.42,0.263,0,62,2,3
159,3,1.528,1.424,1,62,2,3
159,1,0.587,0.407,1,6,2,3
159,1,0.495,0.303,0,6,2,3
159,2,1.1,0.198,1,21,2,3
159,1,0.928,0.367,1,6,2,3
159,2,0.124,0.303,1,21,2,3
159,3,1.008,0.415,0,62,2,3
159,3,0.423,0.239,1,62,2,3
159,3,0.569,0.287,1,62,2,3
159,3,0.329,0.391,0,62,2,3
160,3,1.756,0.86,1,33,1,4
160,2,0.579,0.423,1,6,1,4
160,2,0.408,0.39,0,6,1,4
160,3,0.455,0.334,0,33,1,4
160,3,0.494,0.422,0,33,1,4
160,3,1,0.343,1,33,1,4
160,4,0.455,0.407,1,55,1,4
160,3,0.52,0.35,0,33,1,4
160,3,0.549,0.342,1,33,1,4
160,1,0.518,0.357,0,1,1,4
160,3,0.473,0.381,0,33,1,4
160,3,0.26,0.366,0,33,1,4
160,3,0.5,0.407,0,33,1,4
160,4,0.406,0.463,1,55,1,4
160,3,0.386,0.309,1,33,1,4
160,3,0.871,0.364,1,33,1,4
160,4,1.696,0.429,1,55,1,4
160,4,1.405,0.408,1,55,1,4
160,4,0.736,0.438,1,55,1,4
160,3,0.956,0.404,1,33,1,4
160,4,0.617,0.414,1,55,1,4
160,4,0.496,0.397,1,55,1,4
160,3,0.509,0.838,1,33,1,4
160,3,0.978,0.341,0,33,1,4
160,4,0.525,0.478,0,55,1,4
160,4,0.376,0.367,1,55,1,4
160,3,0.492,0.652,1,33,1,4
160,3,0.328,0.452,0,33,1,4
160,4,0.817,0.439,1,55,1,4
160,4,0.547,0.429,1,55,1,4
160,3,0.549,0.638,1,33,1,4
160,4,0.851,0.332,1,55,1,4
160,4,0.563,0.414,1,55,1,4
160,4,0.515,0.429,1,55,1,4
160,4,0.789,0.429,1,55,1,4
160,4,0.491,0.342,1,55,1,4
160,4,1.291,0.389,0,55,1,4
160,4,1.438,0.35,1,55,1,4
160,2,1.235,0.718,0,6,1,4
160,4,0.731,0.348,1,55,1,4
160,4,0.647,0.366,1,55,1,4
160,4,0.979,0.438,1,55,1,4
160,4,1.14,0.285,0,55,1,4
160,4,1.487,0.432,1,55,1,4
160,4,0.56,0.358,1,55,1,4
160,4,0.419,0.308,1,55,1,4
160,4,0.759,0.526,1,55,1,4
160,3,0.786,0.573,0,33,1,4
160,3,0.726,0.468,1,33,1,4
160,4,1.441,0.51,1,55,1,4
160,4,0.297,0.31,1,55,1,4
160,3,0.433,0.471,0,33,1,4
160,4,0.621,0.389,0,55,1,4
160,3,0.689,0.637,1,33,1,4
160,3,0.653,0.591,1,33,1,4
160,3,0.543,0.373,1,33,1,4
160,3,0.367,0.439,0,33,1,4
160,4,0.847,0.3,1,55,1,4
160,4,0.59,0.334,1,55,1,4
160,4,0.342,0.253,1,55,1,4
160,4,1.557,0.334,1,55,1,4
160,2,0.432,0.365,1,6,1,4
160,3,1.002,0.398,1,33,1,4
160,3,0.759,0.51,1,33,1,4
160,4,0.591,0.381,1,55,1,4
160,4,0.768,0.261,1,55,1,4
160,4,0.717,0.254,1,55,1,4
160,3,0.646,0.365,1,33,1,4
160,4,0.858,0.35,1,55,1,4
160,4,0.554,0.304,1,55,1,4
160,4,0.742,0.397,1,55,1,4
160,4,1.273,0.526,1,55,1,4
160,4,0.8,0.573,0,55,1,4
160,3,0.691,0.462,1,33,1,4
160,4,0.539,0.462,0,55,1,4
160,4,0.632,0.423,1,55,1,4
160,3,0.686,0.765,1,33,1,4
160,4,0.584,0.405,1,55,1,4
160,4,0.533,0.407,0,55,1,4
160,3,0.584,0.454,1,33,1,4
160,4,0.7,0.342,1,55,1,4
160,4,0.586,0.517,1,55,1,4
160,3,0.699,0.643,1,33,1,4
160,4,0.926,0.43,1,55,1,4
160,4,0.652,0.312,0,55,1,4
160,4,0.504,0.284,1,55,1,4
160,4,0.457,0.358,1,55,1,4
160,4,0.396,0.405,1,55,1,4
160,4,0.51,0.308,1,55,1,4
160,2,0.677,0.458,1,6,1,4
160,3,0.666,0.615,1,33,1,4
160,4,0.53,0.358,0,55,1,4
160,4,0.643,0.315,0,55,1,4
160,2,0.638,0.671,0,6,1,4
160,3,0.541,0.783,0,33,1,4
160,4,0.393,0.518,1,79,2,4
160,4,0.409,0.382,1,79,2,4
160,4,0.652,0.485,1,79,2,4
160,4,0.461,0.342,1,79,2,4
160,4,0.507,0.334,1,79,2,4
160,4,0.431,0.301,0,79,2,4
160,4,0.504,0.286,1,79,2,4
160,4,0.563,0.292,1,79,2,4
160,4,0.357,0.325,1,79,2,4
160,4,0.517,0.342,1,79,2,4
160,4,0.596,0.278,1,79,2,4
160,4,1.504,0.375,1,79,2,4
160,4,0.485,0.349,0,79,2,4
160,4,0.316,0.285,1,79,2,4
160,4,0.387,0.332,1,79,2,4
160,4,0.683,0.582,0,79,2,4
160,4,0.418,0.317,1,79,2,4
160,4,0.542,0.373,1,79,2,4
160,4,0.467,0.367,1,79,2,4
160,4,0.404,0.287,0,79,2,4
160,4,0.446,0.293,1,79,2,4
160,3,0.383,0.664,0,13,2,4
160,3,0.377,0.51,1,13,2,4
160,4,0.641,0.333,1,79,2,4
160,4,0.602,0.321,1,79,2,4
160,3,1.038,0.662,1,13,2,4
160,4,0.488,0.331,1,79,2,4
160,4,0.368,0.319,1,79,2,4
160,4,0.494,0.307,1,79,2,4
160,4,0.537,0.357,1,79,2,4
160,4,0.299,0.32,1,79,2,4
160,4,0.402,0.286,0,79,2,4
160,4,0.507,0.358,1,79,2,4
160,4,0.354,0.279,1,79,2,4
160,4,0.42,0.302,1,79,2,4
160,3,0.257,0.366,1,13,2,4
160,3,0.289,0.373,0,13,2,4
160,4,0.469,0.382,1,79,2,4
160,4,0.177,0.31,1,79,2,4
160,3,0.87,0.505,1,13,2,4
160,4,0.485,0.303,1,79,2,4
160,4,0.347,0.318,1,79,2,4
160,2,0.585,0.414,0,1,2,4
160,3,0.522,0.368,1,13,2,4
160,3,0.368,0.406,1,13,2,4
160,4,0.29,0.348,0,79,2,4
160,4,0.191,0.247,1,79,2,4
160,4,0.287,0.222,1,79,2,4
160,4,0.237,0.342,1,79,2,4
160,4,0.425,0.367,0,79,2,4
160,3,0.592,0.35,0,13,2,4
160,3,0.191,0.398,1,13,2,4
160,4,0.285,0.342,1,79,2,4
160,4,0.307,0.263,1,79,2,4
160,3,1.224,0.574,1,13,2,4
160,4,0.584,0.51,1,79,2,4
160,4,0.366,0.286,1,79,2,4
160,4,1.223,0.43,1,79,2,4
160,4,0.34,0.237,1,79,2,4
160,4,0.314,0.342,1,79,2,4
160,3,0.64,0.319,1,13,2,4
160,4,0.325,0.295,1,79,2,4
160,4,1.199,0.518,1,79,2,4
160,3,1.093,0.52,1,13,2,4
160,4,0.558,0.462,1,79,2,4
160,4,0.806,0.366,1,79,2,4
160,4,0.477,0.342,1,79,2,4
160,4,0.466,0.35,1,79,2,4
160,4,0.363,0.381,1,79,2,4
160,4,0.637,0.349,1,79,2,4
160,4,0.495,0.271,1,79,2,4
160,4,0.448,0.349,1,79,2,4
160,4,0.561,0.408,1,79,2,4
160,4,0.397,0.262,1,79,2,4
160,4,0.447,0.294,1,79,2,4
160,4,0.282,0.358,0,79,2,4
160,4,0.418,0.253,1,79,2,4
160,4,0.372,0.319,0,79,2,4
160,4,0.324,0.262,1,79,2,4
160,4,0.365,0.35,1,79,2,4
160,4,0.77,0.286,1,79,2,4
160,4,0.851,0.366,1,79,2,4
160,4,0.523,0.269,0,79,2,4
160,4,0.372,0.35,1,79,2,4
160,4,0.235,0.27,0,79,2,4
160,4,0.339,0.293,1,79,2,4
160,4,0.163,0.349,1,79,2,4
160,4,0.114,0.317,1,79,2,4
160,4,0.202,0.318,1,79,2,4
160,4,0.733,0.31,1,79,2,4
160,4,0.596,0.319,1,79,2,4
160,4,0.355,0.295,1,79,2,4
160,4,0.184,0.373,1,79,2,4
161,2,0.941,2.248,1,20,2,1
161,3,1.074,1.253,1,26,2,1
161,4,1.145,1.396,1,18,2,1
161,2,1.118,1.509,1,20,2,1
161,2,0.931,2.301,1,20,2,1
161,3,0.966,1.216,1,26,2,1
161,4,0.723,1.08,1,18,2,1
161,2,1.028,1.669,0,20,2,1
161,3,0.835,0.976,1,26,2,1
161,4,0.648,0.763,1,18,2,1
161,3,0.965,0.987,1,26,2,1
161,2,0.683,0.928,1,20,2,1
161,3,0.871,1.61,1,26,2,1
161,4,0.669,0.86,1,18,2,1
161,4,0.836,0.615,1,18,2,1
161,3,0.438,0.919,1,26,2,1
161,4,0.486,2.436,1,18,2,1
161,1,1.06,0.856,0,28,2,1
161,1,0.979,0.911,1,28,2,1
161,2,0.788,1.169,1,20,2,1
161,3,0.543,0.878,1,26,2,1
161,3,0.813,1.674,1,26,2,1
161,2,1.124,0.967,1,20,2,1
161,3,0.775,0.673,1,26,2,1
161,4,0.788,1.149,1,18,2,1
161,2,0.705,0.925,1,20,2,1
161,4,0.826,0.868,1,18,2,1
161,4,0.519,0.552,1,18,2,1
161,3,0.701,1.424,1,26,2,1
161,3,0.825,0.93,1,26,2,1
161,3,0.656,0.628,1,26,2,1
161,1,1.419,0.576,1,28,2,1
161,3,0.839,0.512,1,26,2,1
161,4,0.636,0.955,1,18,2,1
161,2,0.512,0.698,0,20,2,1
161,3,0.47,0.75,1,26,2,1
161,1,0.697,0.715,1,28,2,1
161,1,0.7,0.8,1,28,2,1
161,3,0.572,0.969,1,26,2,1
161,4,0.9,0.671,1,18,2,1
161,2,0.502,0.689,1,20,2,1
161,3,0.638,0.611,1,26,2,1
161,3,0.663,0.82,1,26,2,1
161,1,0.785,0.683,1,28,2,1
161,3,1.075,1.241,1,26,2,1
161,2,0.756,0.835,1,20,2,1
161,4,0.709,0.647,1,18,2,1
161,3,0.715,0.628,1,26,2,1
161,1,0.698,0.785,1,28,2,1
161,2,0.763,1.12,1,20,2,1
161,2,0.687,0.978,1,20,2,1
161,1,0.731,1.325,1,28,2,1
161,3,0.852,0.515,1,26,2,1
161,1,0.618,0.727,1,28,2,1
161,3,0.656,0.781,1,26,2,1
161,2,0.788,0.938,1,20,2,1
161,3,0.496,0.97,1,26,2,1
161,1,0.746,0.53,1,28,2,1
161,4,0.872,1.121,1,18,2,1
161,1,0.679,0.782,1,28,2,1
161,2,0.639,0.772,1,20,2,1
161,1,0.669,0.644,1,28,2,1
161,1,0.752,0.684,1,28,2,1
161,2,0.755,0.924,1,20,2,1
161,1,0.719,0.553,0,28,2,1
161,1,0.78,1.235,1,28,2,1
161,1,0.63,0.631,1,28,2,1
161,1,0.61,0.741,0,28,2,1
161,1,0.675,0.58,1,28,2,1
161,1,0.692,0.771,1,28,2,1
161,3,0.462,0.544,1,26,2,1
161,1,1.366,0.611,1,28,2,1
161,1,1.044,0.548,0,28,2,1
161,2,0.517,0.615,1,20,2,1
161,1,0.617,0.594,1,28,2,1
161,4,0.61,0.673,1,18,2,1
161,2,0.829,0.728,1,20,2,1
161,3,0.71,0.685,1,26,2,1
161,1,0.645,0.65,1,28,2,1
161,3,0.544,0.658,1,26,2,1
161,4,0.745,1.336,1,18,2,1
161,4,0.741,1.372,1,18,2,1
161,1,1.797,0.534,0,28,2,1
161,3,0.564,0.718,1,26,2,1
161,1,0.78,0.715,1,28,2,1
161,1,1.127,0.737,1,28,2,1
161,2,0.554,1.75,0,20,2,1
161,4,0.744,0.601,1,18,2,1
161,4,0.518,0.671,1,18,2,1
161,1,1.012,0.651,1,28,2,1
161,1,1.407,0.878,1,28,2,1
161,2,0.692,1.103,1,20,2,1
161,1,1.226,1.039,0,39,1,1
161,1,1.059,0.728,1,39,1,1
161,3,1.178,1.123,1,24,1,1
161,1,1.215,0.561,1,39,1,1
161,3,1.352,0.87,0,24,1,1
161,1,0.775,0.515,1,39,1,1
161,1,1.031,1.075,1,39,1,1
161,1,0.989,0.511,1,39,1,1
161,1,1.293,0.713,1,39,1,1
161,1,1.145,0.763,1,39,1,1
161,3,0.993,0.736,1,24,1,1
161,2,0.968,0.874,1,19,1,1
161,1,1.229,0.435,1,39,1,1
161,1,0.95,0.432,1,39,1,1
161,3,1.155,0.548,1,24,1,1
161,1,1.222,0.698,0,39,1,1
161,3,1.303,0.907,1,24,1,1
161,3,0.761,0.439,1,24,1,1
161,3,1.15,0.355,0,24,1,1
161,3,0.613,0.645,1,24,1,1
161,1,1.09,0.771,1,39,1,1
161,1,0.839,1.445,0,39,1,1
161,1,1.154,1.006,0,39,1,1
161,1,0.802,0.63,1,39,1,1
161,1,0.729,0.456,1,39,1,1
161,1,0.779,1.029,1,39,1,1
161,3,0.951,0.594,1,24,1,1
161,3,0.941,0.495,1,24,1,1
161,4,0.969,0.8,1,10,1,1
161,4,0.99,1.24,1,10,1,1
161,1,1.923,0.401,1,39,1,1
161,3,0.878,0.679,1,24,1,1
161,3,0.903,0.461,1,24,1,1
161,1,0.921,0.45,0,39,1,1
161,2,0.92,0.674,1,19,1,1
161,1,1.021,0.648,0,39,1,1
161,1,1.709,0.562,0,39,1,1
161,1,1.568,0.709,1,39,1,1
161,2,1,1.054,1,19,1,1
161,1,0.763,0.56,1,39,1,1
161,1,1.645,0.692,1,39,1,1
161,2,2.186,1.132,0,19,1,1
161,2,1.038,0.425,1,19,1,1
